decimal_digit,count,min,max,mean,median,mode,modeCounts,std,source_file
10,2,1.3872349051,1.3896827971,1.3884588511,1.3884588511,1.3872349051,1,0.001223946,summaryStats_ONLYTomogramma_Cell2.csv
3,8001957,1.334,1.334,1.333999999999993,1.334,1.334,8001957,7.105427357601002e-15,summaryStats_ONLYTomogramma_Cell3.csv
16,92288,1.3367102503565516,1.4414897865401213,1.375724923148024,1.3774274215119315,1.3367102503565516,1,0.0180342859968809,summaryStats_ONLYTomogramma_Cell3.csv
15,23798,1.336727050129059,1.440375649925421,1.375810512095025,1.377612904658621,1.336727050129059,1,0.0180882023606584,summaryStats_ONLYTomogramma_Cell3.csv
14,2286,1.33678405571089,1.43699287497876,1.3752599501703142,1.37653303794127,1.33678405571089,1,0.018092169926332,summaryStats_ONLYTomogramma_Cell3.csv
13,241,1.3370222235051,1.4328616790097,1.375988491988685,1.3780333342352,1.3370222235051,1,0.0193494139752676,summaryStats_ONLYTomogramma_Cell3.csv
12,27,1.338006430348,1.410236191471,1.3776534665778148,1.379780225792,1.338006430348,1,0.0188846642219402,summaryStats_ONLYTomogramma_Cell3.csv
11,4,1.38048501926,1.39933175106,1.387495862395,1.38508333963,1.38048501926,1,0.007351588836536,summaryStats_ONLYTomogramma_Cell3.csv
3,20936879,1.334,1.344,1.3340000004775698,1.334,1.334,20936878,2.1854658170139105e-06,summaryStats_ONLYtomo_Grafene_24h.csv
16,4716694,1.3446874137837184,1.7415673544176855,1.532276241522521,1.529029801395089,1.3446874137837184,1,0.0240709767510366,summaryStats_ONLYtomo_Grafene_24h.csv
15,1211850,1.347121803913682,1.758458434932665,1.532269071589924,1.5290318725689511,1.347121803913682,1,0.0240100071167507,summaryStats_ONLYtomo_Grafene_24h.csv
14,121084,1.35611887259287,1.72127816023937,1.5322986241137704,1.529121084861515,1.35611887259287,1,0.0239875415243598,summaryStats_ONLYtomo_Grafene_24h.csv
13,12145,1.3528833255784,1.7030094377845,1.5323125084086306,1.5291155998759,1.3528833255784,1,0.0242200737595576,summaryStats_ONLYtomo_Grafene_24h.csv
12,1225,1.420252396959,1.650483950063,1.531438646598153,1.528147508056,1.420252396959,1,0.0244020007300395,summaryStats_ONLYtomo_Grafene_24h.csv
11,111,1.48453954496,1.65674921383,1.5339912215622524,1.52847435708,1.48453954496,1,0.0271500171151113,summaryStats_ONLYtomo_Grafene_24h.csv
10,11,1.4944102119,1.6367982165,1.5533862862727277,1.5394245621,1.4944102119,1,0.041903155911048,summaryStats_ONLYtomo_Grafene_24h.csv
9,1,1.518634253,1.518634253,1.518634253,1.518634253,1.518634253,1,0.0,summaryStats_ONLYtomo_Grafene_24h.csv
18,5670279,-0.0624858892862224,0.0624998775458007,0.0085838829710522,0.0098604055249569,-0.0624858892862224,1,0.016879311489506,summaryStats_ONLYtomo_grafene_48h.csv
17,2461352,-0.096759231176204,0.3035873154442851,0.0241103598181117,0.0242275013407863,-0.096759231176204,1,0.0288644015063845,summaryStats_ONLYtomo_grafene_48h.csv
16,257152,-0.0950006707159862,0.3011276159287505,0.0270601299289069,0.0253665883885015,-0.0950006707159862,1,0.0325519263980213,summaryStats_ONLYtomo_grafene_48h.csv
19,1041250,-0.0078124904917277,0.007812327086431,0.0002685992640822,0.0005394194776555,-0.0078124904917277,1,0.0031532675672819,summaryStats_ONLYtomo_grafene_48h.csv
20,97875,-0.0004882677190828,0.0004882691504619,1.159756023418218e-06,1.312524179546096e-05,-0.0004882677190828,1,0.000262772705742,summaryStats_ONLYtomo_grafene_48h.csv
15,25466,-0.091496527038267,0.261083293868972,0.0272621925042005,0.0256772108855685,-0.091496527038267,1,0.0324527165282356,summaryStats_ONLYtomo_grafene_48h.csv
14,2466,-0.05822038227676,0.23186685361275,0.0260771397491259,0.024431034791915,-0.05822038227676,1,0.0321351401172283,summaryStats_ONLYtomo_grafene_48h.csv
21,10690,-6.101307195796988e-05,6.102216278014888e-05,1.4489752684661425e-07,1.7113210796386397e-06,-6.101307195796988e-05,1,3.045116372379901e-05,summaryStats_ONLYtomo_grafene_48h.csv
13,253,-0.0523374236519,0.1699502609821,0.0250915801970027,0.0228887871574,-0.0523374236519,1,0.0351319725772688,summaryStats_ONLYtomo_grafene_48h.csv
22,838,-7.595299568637685e-06,7.5830130517802225e-06,-4.329103428086356e-08,-1.0505818271115468e-06,-7.595299568637685e-06,1,3.5973778938961145e-06,summaryStats_ONLYtomo_grafene_48h.csv
12,20,-0.032077941325,0.072617386177,0.0281285149114999,0.035525920081,-0.032077941325,1,0.0287652461064969,summaryStats_ONLYtomo_grafene_48h.csv
10,1,-0.0295524552,-0.0295524552,-0.0295524552,-0.0295524552,-0.0295524552,1,0.0,summaryStats_ONLYtomo_grafene_48h.csv
